"ibge","bairro","altitude","logradouro","longitude","cep","latitude","estado","cidade","ddd"
2511806,"",102.5,"Pirpirituba",-35.496794,"58213000",-6.7811243,"PB","Pirpirituba",NA
2405009,"",653,"Jaçanã",-36.2116722,"59225000",-6.409459,"RN","Jaçanã",NA
2507507,"Ernesto Geisel",43.8,"Rua Otacílio Coutinho",-34.8653177,"58075140",-7.176585,"PB","João Pessoa",83
NA,"",57.6,"Várzea Nova (Santa Rita)",-34.9539247,"58304500",-7.1258108,"PB","Várzea Nova (Santa Rita)",NA
2504009,"Centro",547.9,"Rua João Suassuna",-35.8892975,"58400036",-7.2155838,"PB","Campina Grande",83
NA,"",32,"Nossa Senhora do Livramento (Santa Rita)",-34.9017249,"58304000",-7.0514201,"PB","Nossa Senhora do Livramento (Santa Rita)",NA
2507507,"Tambaú",9.8,"Avenida Olinda, até 399/400",-34.8251604,"58039120",-7.114174,"PB","João Pessoa",83
2513703,"Popular",69.6,"Rua Venâncio Correia",-34.9860743,"58301575",-7.1371519,"PB","Santa Rita",83
2501807,"Rio do Meio",14.2,"Travessa Nossa Senhora de Lourdes",-34.9327598,"58308155",-7.1357798,"PB","Bayeux",83
2513703,"Popular",69.7,"Rua Amazonas",-34.9824167,"58301545",-7.1370774,"PB","Santa Rita",83
2513703,"Popular",61.4,"Rua Manoel Veloso Borges",-34.9774544,"58301115",-7.1338266,"PB","Santa Rita",83
2513703,"Popular",37.6,"Rua Minas Gerais",-34.9774455,"58301070",-7.1289053,"PB","Santa Rita",83
2513703,"Popular",57.1,"Rua Professor Severo Rodrigues",-34.979097,"58301000",-7.1302911,"PB","Santa Rita",83
2507507,"Mangabeira",42.1,"Rua Josefa Taveira",-34.8387875,"58055000",-7.1701344,"PB","João Pessoa",83
2501807,"Centro",16.8,"Avenida Presidente Kennedy",-34.9322771,"58306310",-7.1315529,"PB","Bayeux",83
2513703,"Centro",15.8,"AC Santa Rita, Praça Getúlio Vargas, 94",-34.977432,"58300970",-7.1215845,"PB","Santa Rita",83
2510808,"São Sebastião",239.6,"Rua Lima Campos",-37.2756269,"58706310",-7.0200916,"PB","Patos",83
2609600,"Peixinhos",4.5,"Rua Armindo Cardoso Moura",-34.8712606,"53220050",-8.0158037,"PE","Olinda",81
NA,"",523.6,"Umburetama (Orobó)",-35.647649,"55746000",-7.6980116,"PE","Umburetama (Orobó)",NA
2507507,"Tambaú",9.8,"Rua Helena Meira Lima, de 377/378 ao fim",-34.8251604,"58039081",-7.114174,"PB","João Pessoa",83
2513703,"Centro",19.3,"Rua Sebastião Madruga",-34.9882107,"58300350",-7.1273231,"PB","Santa Rita",83
2513703,"Centro",13,"Rua Antônio Ferreira Nunes",-34.9803797,"58300190",-7.1225544,"PB","Santa Rita",83
2506608,"",345.5,"Ibiara",-38.4039358,"58980000",-7.499547,"PB","Ibiara",NA
2513703,"Centro",15.9,"Praça Getúlio Vargas",-34.9776011,"58300130",-7.1212301,"PB","Santa Rita",83
2513703,"Centro",13.9,"Rua Epitácio Pessoa",-34.9784494,"58300030",-7.1232162,"PB","Santa Rita",83
2507507,"Jaguaribe",51.4,"Avenida Monsenhor Almeida",-34.8802979,"58015090",-7.1278691,"PB","João Pessoa",83
2513703,"Centro",14.4,"Rua Coronel Domiciano",-34.979836,"58300170",-7.1225053,"PB","Santa Rita",83
2516201,"Jardim Sorrilândia II",227.2,"Rua Gastão Medeiros Forte",-38.2352148,"58805290",-6.7786043,"PB","Sousa",83
2509305,"",68.7,"Mataraca",-35.0576436,"58292000",-6.5928178,"PB","Mataraca",NA
2507804,"",588.5,"Junco do Seridó",-36.7132449,"58640000",-6.9933652,"PB","Junco do Seridó",NA
2507507,"Bancários",40.2,"Rua Bancário Wagner Alexandrino Bezerra Japyassu",-34.8415096,"58051320",-7.1455147,"PB","João Pessoa",83
2514552,"",722.6,"São José de Princesa",-38.0986126,"58758000",-7.740825,"PB","São José de Princesa",NA
2504033,"",96.3,"Capim",-35.1675661,"58287000",-6.9166507,"PB","Capim",NA
NA,"",103,"Pitanga de Estrada (Mamanguape)",-35.1335406,"58286000",-6.5936021,"PB","Pitanga de Estrada (Mamanguape)",NA
2508554,"",123.6,"Logradouro",-35.4425934,"58254000",-6.6144662,"PB","Logradouro",NA
2511202,"",175.1,"Pedras de Fogo",-35.1117491,"58328000",-7.4009253,"PB","Pedras de Fogo",83
2504157,"",512.1,"Casserengue",-35.8177357,"58238000",-6.7806353,"PB","Casserengue",NA
2504009,"Liberdade",516.4,"Rua Sergipe",-35.8907625,"58414040",-7.2357177,"PB","Campina Grande",83
2512747,"",174.8,"Riachão",-35.6596474,"58235000",-6.5410115,"PB","Riachão",NA
2503506,"",536.8,"Cacimba de Dentro",-35.7927369,"58230000",-6.6418188,"PB","Cacimba de Dentro",NA
2504009,"Acácio Figueiredo",485.1,"Rua Doutor Acácio Figueiredo",-35.9189876,"58421210",-7.267808,"PB","Campina Grande",83
2516201,"Várzea da Cruz",222,"Rua Manoel Celestino de Paula",-38.2350029,"58806658",-6.7538232,"PB","Sousa",83
2507507,"Estados",41.4,"Avenida Presidente Epitácio Pessoa, de 1147 a 1741 - lado ímpar",-34.8541389,"58030001",-7.1128323,"PB","João Pessoa",83
2501807,"Mário Andreazza",50,"Avenida Vereador Genival Guedes",-34.9240384,"58309700",-7.1456916,"PB","Bayeux",83
2507507,"Centro",43.6,"Avenida Duarte da Silveira, até 703/704",-34.8450118,"58013280",-7.1194958,"PB","João Pessoa",83
2507507,"Jardim Oceania",8,"Rua Severino Linhares Pordeus",-34.8362783,"58037208",-7.0916971,"PB","João Pessoa",83
2510808,"Santo Antônio",250,"Rua José Mendes",-37.2834181,"58701190",-7.034969,"PB","Patos",83
2510808,"Centro",257,"Rua Felizardo Leite",-37.2832276,"58700030",-7.0297575,"PB","Patos",83
2505204,"",94.3,"Cuitegi",-35.5245171,"58208000",-6.8975099,"PB","Cuitegi",83
2504009,"José Pinheiro",520.7,"Rua Maximiano Machado",-35.8730952,"58407340",-7.2214386,"PB","Campina Grande",83
2511400,"",446.9,"Picuí",-36.3500305,"58187000",-6.5088537,"PB","Picuí",83
2511103,"",511.7,"Pedra Lavrada",-36.4707725,"58180000",-6.756566,"PB","Pedra Lavrada",83
2505105,"",666,"Cuité",-36.153902,"58175000",-6.4848236,"PB","Cuité",83
2504009,"Tambor",510,"Rua João Quirino",-35.880577,"58414403",-7.2351043,"PB","Campina Grande",83
2611606,"Imbiribeira",8.5,"Avenida Marechal Mascarenhas de Morais, até 1920 - lado par",-34.9107585,"51170000",-8.1036898,"PE","Recife",81
2516102,"Centro",519.9,"AC Soledade, Rua Doutor Gouveia Nóbrega 67",-36.367118,"58155970",-7.058699,"PB","Soledade",83
2504009,"Malvinas",503.2,"Avenida Francisco Lopes de Almeida",-35.9361792,"58432570",-7.2523039,"PB","Campina Grande",83
2509503,"",717.1,"Montadas",-35.9588958,"58145000",-7.0873639,"PB","Montadas",NA
2611606,"Nova Descoberta",63.1,"Rua Luiza",-34.9254848,"52090220",-8.0115387,"PE","Recife",81
2501807,"Imaculada",11.5,"Rua Plácido Oliveira Lima",-34.9252011,"58309180",-7.1345959,"PB","Bayeux",83
2601201,"Coronel Siqueira Campos",674.7,"Avenida Osvaldo Cruz, do km 255,000 ao km 259,000",-37.0658719,"56511000",-8.4344385,"PE","Arcoverde",87
2500106,"",736.2,"Água Branca",-37.6408731,"58748000",-7.5142567,"PB","Água Branca",NA
2402600,"",66.2,"Ceará-Mirim",-35.4237292,"59570000",-5.6395379,"RN","Ceará-Mirim",84
2510808,"Maternidade",258.3,"Rua do Prado",-37.2935902,"58701418",-7.0320394,"PB","Patos",83
2512408,"",665.7,"Puxinanã",-35.9624008,"58115000",-7.1467711,"PB","Puxinanã",83
2504009,"Estação Velha",523.7,"Rua Severino Rodrigues de Albuquerque",-35.8734667,"58410082",-7.2223667,"PB","Campina Grande",83
2501807,"Manguinhos",69,"Rodovia BR-101",-40.3798368,"58309600",-19.7504844,"PB","Bayeux",83
2510808,"Morro",254.1,"Rua Natália de Figueiredo",-37.2904129,"58703290",-7.029001,"PB","Patos",83
2504009,"Centro",527.3,"Avenida Janúncio Ferreira",-35.879987,"58400158",-7.2154345,"PB","Campina Grande",83
2611533,"",384,"Quixabá",-37.283333,"56828000",-9.016667,"PE","Quixabá",NA
2501575,"",334.7,"Barra de Santana",-35.9995079,"58458000",-7.5232664,"PB","Barra de Santana",83
2403400,"",563,"Equador",-36.7176682,"59355000",-6.9444777,"RN","Equador",NA
2516201,"Gato Preto",220,"Rua Sady Fernandes Aragão",-38.2299124288,"58802030",-6.7620800081,"PB","Sousa",83
2510808,"Jatobá",254.5,"Rua Manoel Reinaldo",-37.2754824,"58707420",-7.0531748,"PB","Patos",83
2507507,"Tambiá",39.4,"Rua Líbero Badaró",-34.8715675,"58020790",-7.1151818,"PB","João Pessoa",83
2507507,"Pedro Gondim",44.9,"Rua Coronel Otto Feio da Silveira",-34.8472468,"58031010",-7.1185116,"PB","João Pessoa",83
2510808,"Noé Trajano",247.5,"Rua Dorgival de Souza Cavalcante",-37.2878446,"58705040",-7.009713,"PB","Patos",83
2408102,"Bom Pastor",52,"Travessa Lima e Silva",-35.2391277,"59062305",-5.8136515,"RN","Natal",84
2504009,"Centro",523.7,"Rua João da Silva Pimentel, até 348/349",-35.8734667,"58400028",-7.2223667,"PB","Campina Grande",83
2507507,"Valentina de Figueiredo",50.8,"Conjunto Sonho Meu",-34.8802645,"58064395",-7.1618375,"PB","João Pessoa",83
2509008,"Centro",760.7,"AC Manaíra, Praça Félix da Silva Cabral 6",-38.1549097,"58995970",-7.7072216,"PB","Manaíra",NA
2504009,"Centenário",499.8,"Avenida Marechal Floriano Peixoto, lado par",-35.9146084,"58428130",-7.2333776,"PB","Campina Grande",83
2507507,"Estados",41.4,"Rua Professor Barroso, de 401/402 ao fim",-34.8541389,"58030204",-7.1128323,"PB","João Pessoa",83
2507507,"Distrito Industrial",42.9,"Conjunto Distrito Industrial",-34.9011922,"58082040",-7.1772647,"PB","João Pessoa",83
2510808,"Brasília",253.4,"Rua Bossuet Wanderley, de 400/401 ao fim",-37.272465,"58700410",-7.0260577,"PB","Patos",83
2512507,"Centro",442.6,"AGC Ligeiro, Sítio Ligeiro s/n",-35.9023681,"58475972",-7.3637571,"PB","Queimadas",83
2504009,"Acácio Figueiredo",485.8,"Rua Três Irmãs",-35.9176859,"58421180",-7.2592647,"PB","Campina Grande",83
2500577,"",447.8,"Algodão de Jandaíra",-36.0076425,"58399000",-6.9039612,"PB","Algodão de Jandaíra",NA
2510808,"Monte Castelo",251.6,"Rua Joaquim Amaro",-37.2752743,"58707080",-7.0413514,"PB","Patos",83
2513653,"",348.4,"Joca Claudino",-38.4795129,"58928000",-6.4835644,"PB","Joca Claudino",NA
2504009,"Prata",537.2,"Rua Luís de Melo",-35.8913983,"58400545",-7.2212536,"PB","Campina Grande",83
2513703,"Centro",243.2,"Rua Joaquim Gomes da Silveira",-42.6276046,"58300240",-19.5077373,"PB","Santa Rita",83
2504009,"Monte Castelo",518.4,"Rua Mamede Moisés Raia",-35.8680883,"58407030",-7.2196143,"PB","Campina Grande",83
2511707,"",137,"Pilõezinhos",-35.5305775,"58210000",-6.843131,"PB","Pilõezinhos",NA
2504009,"Tambor",507.8,"Rua Guilhermino Barbosa",-35.8851795,"58414410",-7.2354015,"PB","Campina Grande",83
2507507,"Mangabeira",33.7,"Rua José César de Carvalho",-34.8194706,"58058644",-7.1662798,"PB","João Pessoa",83
2507507,"Alto do Mateus",43.3,"Rua José Gomes de Abreu",-34.9129829,"58090810",-7.1335786,"PB","João Pessoa",83
2507507,"Alto do Mateus",44.1,"Rua Índio Araribóia",-34.9130931,"58090680",-7.134131,"PB","João Pessoa",83
2507507,"Alto do Mateus",38.7,"Rua Luiz de França Pereira",-34.9144021,"58090580",-7.1386363,"PB","João Pessoa",83
2507507,"Alto do Mateus",42.3,"Rua Carteiro Francisco Inácio do Rego Filho",-34.9136636,"58090570",-7.1375959,"PB","João Pessoa",83
2507507,"Alto do Mateus",29.9,"Conjunto Juracy Palhano",-34.9054641,"58090050",-7.1485909,"PB","João Pessoa",83
2507507,"Distrito Industrial",26.6,"Rodovia BR-101",-34.9032717,"58082000",-7.1887522,"PB","João Pessoa",83
2507507,"Alto do Mateus",15.5,"Rua Carmem Miranda",-34.9094725,"58090000",-7.132626,"PB","João Pessoa",83
2501807,"Centro",15.6,"Avenida São Sebastião",-34.9210882,"58306170",-7.1275954,"PB","Bayeux",83
2507507,"Oitizeiro",28.8,"Rua Ambrózio Rodrigues de Souza",-34.9058724,"58088798",-7.1491666,"PB","João Pessoa",83
2507507,"Oitizeiro",24.6,"Avenida Coronel Adolfo Massa",-34.8983246,"58088620",-7.1514236,"PB","João Pessoa",83
2504009,"Distrito Industrial",502.7,"Rua Herbert Muller",-35.8906889,"58411420",-7.2614659,"PB","Campina Grande",83
2507507,"Oitizeiro",29.3,"Avenida José Bonifácio",-34.901251,"58088560",-7.1534601,"PB","João Pessoa",83
2507507,"Torre",40.3,"Avenida Presidente Epitácio Pessoa, até 1698 - lado par",-34.8596574,"58040000",-7.1260002,"PB","João Pessoa",83
2507507,"Oitizeiro",29.1,"Avenida Capitão Francisco Pereira",-34.8967727,"58088530",-7.1518538,"PB","João Pessoa",83
2507507,"Oitizeiro",34.4,"Rodovia BR-101",-34.9064531,"58088200",-7.1581249,"PB","João Pessoa",83
2501807,"Sesi",14.8,"Avenida Liberdade, de 2379/2380 a 3955/3956",-34.9155426,"58306000",-7.1226846,"PB","Bayeux",83
2507507,"Oitizeiro",40.8,"Rua Professor Cândido de Sá Andrade",-34.9045066,"58088150",-7.1594082,"PB","João Pessoa",83
2507309,"",191.9,"Jacaraú",-35.2911117,"58278000",-6.6150571,"PB","Jacaraú",NA
2507507,"Oitizeiro",53.6,"Rua Valêncio Lins de Mendonça",-34.8997344,"58088110",-7.1595419,"PB","João Pessoa",83
2507507,"Oitizeiro",50.1,"Rua Manoel Guerra",-34.8956661,"58087020",-7.1609445,"PB","João Pessoa",83
2507507,"Oitizeiro",55.3,"Avenida Cruz das Armas, de 2204/2205 ao fim",-34.8982775,"58087000",-7.1590609,"PB","João Pessoa",83
2516201,"Estação",228,"Rua Coronel Manoel Isidro Rocha",-38.234201,"58807250",-6.7737476,"PB","Sousa",83
2507507,"Bancários",38.1,"Rua Bancário Sérgio Guerra",-34.8440904,"58051255",-7.1479718,"PB","João Pessoa",83
2507507,"Cruz das Armas",47.2,"Avenida Engenheiro Retumba",-34.8899025,"58085610",-7.1474441,"PB","João Pessoa",83
2510808,"Bivar Olinto",265.1,"Rua Deca Simplício",-37.3017327,"58701600",-7.033733,"PB","Patos",83
2507507,"Cruz das Armas",40.3,"Rua Monsenhor Severiano",-34.8874181,"58085510",-7.1464113,"PB","João Pessoa",83
2507507,"Costa e Silva",42.4,"Rua Graciliano Delgado",-34.8972314,"58081000",-7.1799786,"PB","João Pessoa",83
2507507,"Centro",43.6,"Avenida Dom Pedro I, até 399/400",-34.8450118,"58013020",-7.1194958,"PB","João Pessoa",83
2507507,"Jardim Veneza",43.6,"Conjunto José Vieira Diniz",-34.8450118,"58084190",-7.1194958,"PB","João Pessoa",83
2516201,"Centro",221.6,"Rua Coronel José Vicente",-38.2314022,"58800005",-6.7518873,"PB","Sousa",83
2507507,"Jardim Veneza",38,"Rua Maria José Miranda do Amaral",-34.9120901,"58084160",-7.170021,"PB","João Pessoa",83
2510105,"",671.2,"Nova Floresta",-36.2040497,"58178000",-6.4554493,"PB","Nova Floresta",83
2507507,"Ernesto Geisel",42.6,"Rua Doutor Manoel Lopes de Carvalho",-34.8634338,"58075427",-7.1719334,"PB","João Pessoa",83
2507507,"Jardim Veneza",39.5,"Rua José Dantas Almeida",-34.9137348,"58084145",-7.1716675,"PB","João Pessoa",83
2507507,"Jardim Veneza",32.4,"Rua Martinho Lutero",-34.9068325,"58084000",-7.164329,"PB","João Pessoa",83
2507507,"Indústrias",53,"Rua Cidade de Bom Sucesso",-34.9260247,"58083597",-7.1746928,"PB","João Pessoa",83
2507507,"Indústrias",51.7,"Rua Manuel de Paula Magalhães",-34.9189597,"58083090",-7.1788793,"PB","João Pessoa",83
2507507,"Treze de Maio",43.2,"Praça Vilas Boas",-34.8665552,"58025200",-7.1129061,"PB","João Pessoa",83
2504009,"Catolé",518.4,"2ª Travessa Elpídio de Almeida",-35.8754782,"58410170",-7.2388106,"PB","Campina Grande",83
2504009,"Jardim Tavares",523.7,"Avenida Manoel Tavares, de 1450 a 2302 - lado par",-35.8734667,"58402020",-7.2223667,"PB","Campina Grande",83
2507507,"Distrito Industrial",53.1,"Rua Y Dois",-34.9211954,"58082025",-7.179495,"PB","João Pessoa",83
2507507,"Distrito Industrial",37.1,"Avenida Chesf",-34.9011313,"58082010",-7.173716,"PB","João Pessoa",83
2602803,"",814.5,"Buíque",-37.1572494,"56520000",-8.6210924,"PE","Buíque",87
2507507,"Ernani Sátiro",33.3,"Rua Coronel João Costa e Silva",-34.8954826,"58080410",-7.1723215,"PB","João Pessoa",83
2507507,"Ernani Sátiro",29.7,"Rua Lourenço César",-34.8878445,"58080000",-7.1694498,"PB","João Pessoa",83
2510808,"Centro",246.8,"Praça Presidente Getúlio Vargas",-37.275037,"58700230",-7.0178331,"PB","Patos",83
2507507,"Grotão",53.6,"Rua Blumenau",-34.8824773,"58079804",-7.1868366,"PB","João Pessoa",83
2504009,"Centro",555.2,"Praça da Bandeira",-35.8849528,"58400085",-7.2195995,"PB","Campina Grande",83
2503209,"Intermares",11.1,"Rua Golfo da Califórnia",-34.8429461,"58102100",-7.0431985,"PB","Cabedelo",NA
2507507,"Funcionários",32.9,"Rua Deputado Francisco Seráphico da Nóbrega Filho",-34.8858658,"58079000",-7.1817426,"PB","João Pessoa",83
2516201,"Centro",229.5,"Rua Quintino Bocaiúva",-38.2299268,"58800060",-6.7612718,"PB","Sousa",83
2507507,"Cruz das Armas",50.8,"Rua Santa Tereza",-34.891797,"58086050",-7.1519808,"PB","João Pessoa",83
2510808,"Centro",246.8,"Rua Jeová Bezerra",-37.275037,"58700090",-7.0178331,"PB","Patos",83
2507507,"Manaíra",9.6,"Rua Francisco Brandão, até 1188/1189",-34.837581,"58038520",-7.1006083,"PB","João Pessoa",83
2507507,"Alto do Mateus",31.1,"Conjunto dos Motoristas",-34.907912,"58091200",-7.1417258,"PB","João Pessoa",83
2507507,"Funcionários",54.9,"Rua Maria Isaura da Gama e Melo",-34.8820847,"58078360",-7.181984,"PB","João Pessoa",83
2403400,"Dinarte Mariz",574.9,"AC Equador, Rua Balduíno Guedes 95",-36.7132449,"59355970",-6.9489029,"RN","Equador",NA
2507507,"Funcionários",34.7,"Rua Alexandrino D. da Silva Neto",-34.8867881,"58078160",-7.1785462,"PB","João Pessoa",83
2507507,"Funcionários",36.2,"Rua Jessé da Costa Cabral",-34.8858066,"58078000",-7.1765916,"PB","João Pessoa",83
2507507,"João Paulo II",36.9,"Rua Abdias Genuíno de Lima",-34.8817282,"58076070",-7.174137,"PB","João Pessoa",83
2516201,"Estação",228,"Rua Cônego José Viana",-38.2325306,"58807320",-6.7666946,"PB","Sousa",83
2507507,"Ernesto Geisel",46,"Rua Coronel João Augusto de Lima",-34.8705355,"58075470",-7.1806537,"PB","João Pessoa",83
2509057,"",94.1,"Marcação",-35.0160566,"58294000",-6.7705579,"PB","Marcação",NA
2507507,"Trincheiras",10.7,"Rua Sebastião Oliveira Lima",-34.8903067,"58011290",-7.127235,"PB","João Pessoa",83
2507507,"Ernesto Geisel",47.4,"Rua Adauto Toledo",-34.8682524,"58075260",-7.1778078,"PB","João Pessoa",83
2507507,"Ernesto Geisel",49.5,"Rua Pastor Misael Jacomé Cavalcanti",-34.8702636,"58075010",-7.174082,"PB","João Pessoa",83
2507507,"Cabo Branco",9.2,"Avenida Buarque",-34.8260055,"58045160",-7.1256047,"PB","João Pessoa",83
2507507,"José Américo de Almeida",568.8,"Rua Praia de Boa Viagem, até 424 - lado direito",-47.3201811,"58073590",-23.1864072,"PB","João Pessoa",83
2507507,"Cristo Redentor",50.8,"Rua Antônia Gomes da Silveira, até 1261/1262",-34.8789697,"58070510",-7.1630006,"PB","João Pessoa",83
2507507,"José Américo de Almeida",45.4,"Rua Leila Diniz",-34.8553794,"58073180",-7.1680169,"PB","João Pessoa",83
2407005,"",602.8,"Luís Gomes",-38.3902094,"59940000",-6.4062835,"RN","Luís Gomes",NA
2507507,"Cristo Redentor",50.8,"Diretoria Regional da ECT/Paraíba, Rodovia BR-230 km 24,5",-34.8789697,"58071900",-7.1630006,"PB","João Pessoa",83
2610905,"",652.3,"Pesqueira",-36.6981139,"55200000",-8.3583909,"PE","Pesqueira",87
2504009,"Centro",561.7,"Rua Theodósio de Oliveira Ledo",-35.8860844,"58400081",-7.2189007,"PB","Campina Grande",83
2408102,"Redinha",3.8,"Avenida Ulisses Guimarães",-35.2071056,"59122170",-5.7436614,"RN","Natal",84
2507507,"Cristo Redentor",44.1,"Rua Joana Domingos Alves",-34.8660067,"58071690",-7.1625277,"PB","João Pessoa",83
2510600,"",596.7,"Ouro Velho",-37.1509898,"58560000",-7.6209354,"PB","Ouro Velho",NA
2504009,"Catolé",516.5,"Rua Professora Eutécia Vital Ribeiro",-35.8736217,"58410205",-7.2379353,"PB","Campina Grande",83
2507507,"Cristo Redentor",50.8,"Rodovia BR-230, do km 25,000 ao fim",-34.8789697,"58071680",-7.1630006,"PB","João Pessoa",83
2507507,"Varadouro",19.3,"Rua Padre Azevedo",-34.8884239,"58010360",-7.1184774,"PB","João Pessoa",83
2507507,"Cristo Redentor",50.1,"Rua Nereu de Morais Coelho",-34.8717046,"58071470",-7.157121,"PB","João Pessoa",83
2504009,"Dinamérica",498,"Avenida Marechal Floriano Peixoto",-35.9148975,"58432120",-7.2335879,"PB","Campina Grande",83
2504009,"Jardim Paulistano",523.7,"Rua João Carolino",-35.8734667,"58415045",-7.2223667,"PB","Campina Grande",83
2507507,"Oitizeiro",53.5,"Rua Engenheiro Ávidos",-34.8968041,"58088010",-7.1560044,"PB","João Pessoa",83
2507507,"Cristo Redentor",42.2,"Rua José Gomes da Silveira",-34.8793715,"58070390",-7.1485888,"PB","João Pessoa",83
2507507,"Aeroclube",8.5,"Rua Edgar Sales de Miranda Henrique",-34.8447776,"58036880",-7.0935219,"PB","João Pessoa",83
2507507,"Ernesto Geisel",46.2,"Avenida Presidente Juscelino Kubitschek",-34.8698513,"58075400",-7.1798432,"PB","João Pessoa",83
2507507,"Cristo Redentor",49.4,"Avenida da Fraternidade",-34.8818683,"58070310",-7.1522011,"PB","João Pessoa",83
2516201,"Centro",226.7,"Rua Odon Bezerra",-38.2282117,"58800130",-6.7608281,"PB","Sousa",83
2501906,"",153.1,"Belém",-35.5355783,"58255000",-6.6956001,"PB","Belém",83
2507507,"Gramame",48,"Rua Comerciante Álvaro Antero Nascimento",-34.8789697,"58067201",-7.1994077,"PB","João Pessoa",83
2613909,"São Sebastião",427,"Rua Conselheiro Oliveira Neto",-38.306354,"56906500",-7.9793323,"PE","Serra Talhada",87
2507507,"Planalto Boa Esperança",44.1,"Avenida Goiânia",-34.8557817,"58065016",-7.2025866,"PB","João Pessoa",83
2507507,"Mandacaru",14.6,"Rua Trinta de Setembro",-34.8657354,"58027200",-7.1015599,"PB","João Pessoa",83
2507507,"Estados",41.4,"Rua Manoel Ferreira Machado, de 196/197 ao fim",-34.8541389,"58030203",-7.1128323,"PB","João Pessoa",83
2507507,"Valentina de Figueiredo",32.6,"Loteamento Quintas de Gramame",-34.8501922,"58064483",-7.2060186,"PB","João Pessoa",83
2513703,"Municípios",64.3,"Rua Puxinana",-34.963688,"58302295",-7.1509231,"PB","Santa Rita",83
2507507,"Torre",41.4,"Rua Pedro Batista",-34.8611049,"58040510",-7.1305241,"PB","João Pessoa",83
2507507,"Valentina de Figueiredo",45.1,"Rua Joamir Severino dos Santos",-34.8438608,"58064132",-7.1994698,"PB","João Pessoa",83
2507507,"Mangabeira",40.6,"Rua Beatriz Maria de Oliveira",-34.8305353,"58058320",-7.1690487,"PB","João Pessoa",83
2611606,"Imbiribeira",13.9,"Praça Ministro Salgado Filho",-34.9175318,"51210010",-8.1329248,"PE","Recife",81
2504009,"Itararé",511.3,"Rua Vigário Calixto, de 1841/1842 ao fim",-35.8797893,"58411070",-7.253435,"PB","Campina Grande",83
2507507,"Mangabeira",37,"Rua Professora Alice Elisa de Melo",-34.8462377,"58057400",-7.1841418,"PB","João Pessoa",83
2507507,"Mangabeira",40.9,"Rua José Mendonça de Araújo",-34.8420006,"58056380",-7.1745074,"PB","João Pessoa",83
2507507,"Mangabeira",40.5,"Rua Deputado Plínio Salgado",-34.8415857,"58056290",-7.1731787,"PB","João Pessoa",83
2507507,"Mangabeira",42.1,"Rua Ivan de Assis Costa",-34.8356715,"58055700",-7.1668322,"PB","João Pessoa",83
2507507,"Mangabeira",45.3,"Rua Catequista Maria José",-34.8398948,"58055370",-7.1661837,"PB","João Pessoa",83
2507507,"Mangabeira",45.4,"Rua Capitão Carlos Sobreira",-34.8400085,"58055340",-7.1678524,"PB","João Pessoa",83
2507507,"Mangabeira",46.2,"Rua Comerciante Antônio de Souza Lima",-34.8374711,"58055060",-7.164478,"PB","João Pessoa",83
2507507,"Ilha do Bispo",23.2,"Rua Lopo Garro",-34.8982775,"58011380",-7.1363246,"PB","João Pessoa",83
2507507,"Mangabeira",41.6,"Rua Rita Xavier de Oliveira",-34.8366969,"58055020",-7.1672451,"PB","João Pessoa",83
2507507,"Oitizeiro",26.4,"Rua José Novais",-34.8988931,"58088570",-7.152356,"PB","João Pessoa",83
2507507,"Mangabeira",36.9,"Avenida Hilton Souto Maior, de 1 a 99999 - lado esquerdo",-34.834821,"58055018",-7.1759102,"PB","João Pessoa",83
2512788,"",446.4,"Riacho de Santo Antônio",-36.1562949,"58465000",-7.6936901,"PB","Riacho de Santo Antônio",NA
2507507,"Anatólia",37.3,"Rua Francisco Timóteo de Souza",-34.8424901,"58052130",-7.1515548,"PB","João Pessoa",83
2507507,"Anatólia",36.6,"Rua dos Pinheiros",-34.8418331,"58052090",-7.1508704,"PB","João Pessoa",83
2501807,"Centro",13.8,"Rua Celina Miranda",-34.9311257,"58307170",-7.1292186,"PB","Bayeux",83
2507507,"Anatólia",39.7,"Rua Bancário Sérgio Guerra",-34.8418442,"58052000",-7.1493049,"PB","João Pessoa",83
2507507,"Castelo Branco",43.2,"Universidade Federal da Paraíba - Campus I, Jardim Universitário, s/n",-34.8431006,"58051900",-7.1365167,"PB","João Pessoa",83
2504009,"Centro",532.5,"Rua Irineu Joffily",-35.8842263,"58400270",-7.2228389,"PB","Campina Grande",83
2516805,"",312.1,"",-38.5976968,"58920000",-6.5792047,"PB","Triunfo",NA
2516151,"",587.4,"Sossego",-36.2463194,"58177000",-6.7668249,"PB","Sossego",NA
2507507,"Bancários",38.9,"Rua Djalma Coêlho",-34.8483632,"58051124",-7.1454051,"PB","João Pessoa",83
2507507,"Jardim São Paulo",42.7,"Rua Empresário João Rodrigues Alves",-34.8467628,"58051000",-7.1471905,"PB","João Pessoa",83
2516201,"Jardim Sorrilândia I",226.7,"Rua Assis Chateaubriand",-38.2351667,"58805000",-6.7765832,"PB","Sousa",83
2507507,"Castelo Branco",41.9,"Rua Onaldo da Silva Coutinho",-34.8500173,"58050600",-7.1344082,"PB","João Pessoa",83
2505907,"",272.1,"Emas",-37.7152141,"58763000",-7.1075728,"PB","Emas",NA
2516201,"André Gadelha",221.6,"Rua Manoel Batista de Sousa",-38.2314022,"58806410",-6.7518873,"PB","Sousa",83
