"Ano","UF","Município","Escola","Rede","Etapa escolar","Ideb","Aprendizado","Fluxo","Alerta","Atenção","Melhorar","Manter","Link do município no QEdu"
"2015","PB","SANTA TERESINHA","-","Pública","Anos Iniciais","4.4","4.77","0.92","-","-","-","-","http://www.qedu.org.br/cidade/4369-santa-teresinha/ideb"
"2015","PB","SANTANA DE MANGUEIRA","-","Pública","Anos Iniciais","4.7","4.99","0.93","-","-","-","-","http://www.qedu.org.br/cidade/4365-santana-de-mangueira/ideb"
"2015","PB","SANTANA DOS GARROTES","-","Pública","Anos Iniciais","4","4.79","0.83","-","-","-","-","http://www.qedu.org.br/cidade/4366-santana-dos-garrotes/ideb"
"2015","PB","SANTO ANDRE","-","Pública","Anos Iniciais","4.8","5.29","0.92","-","-","-","-","http://www.qedu.org.br/cidade/4370-santo-andre/ideb"
"2015","PB","SAO BENTINHO","-","Pública","Anos Iniciais","4.6","5.14","0.9","-","-","-","-","http://www.qedu.org.br/cidade/4372-sao-bentinho/ideb"
"2015","PB","SAO BENTO","-","Pública","Anos Iniciais","4.7","5.71","0.82","-","-","-","-","http://www.qedu.org.br/cidade/4371-sao-bento/ideb"
"2015","PB","SAO DOMINGOS DE POMBAL","-","Pública","Anos Iniciais","4.9","5.44","0.9","-","-","-","-","http://www.qedu.org.br/cidade/4374-sao-domingos-de-pombal/ideb"
"2015","PB","SAO DOMINGOS DO CARIRI","-","Pública","Anos Iniciais","0","0","0.85","-","-","-","-","http://www.qedu.org.br/cidade/4373-sao-domingos-do-cariri/ideb"
"2015","PB","SAO FRANCISCO","-","Pública","Anos Iniciais","5.8","6.19","0.94","-","-","-","-","http://www.qedu.org.br/cidade/4375-sao-francisco/ideb"
"2015","PB","SAO JOAO DO CARIRI","-","Pública","Anos Iniciais","5.1","5.29","0.96","-","-","-","-","http://www.qedu.org.br/cidade/4376-sao-joao-do-cariri/ideb"
"2015","PB","SAO JOAO DO RIO DO PEIXE","-","Pública","Anos Iniciais","4.2","5.07","0.84","-","-","-","-","http://www.qedu.org.br/cidade/3731-sao-joao-do-rio-do-peixe/ideb"
"2015","PB","SAO JOAO DO TIGRE","-","Pública","Anos Iniciais","4.8","5.45","0.88","-","-","-","-","http://www.qedu.org.br/cidade/4377-sao-joao-do-tigre/ideb"
"2015","PB","SAO JOSE DA LAGOA TAPADA","-","Pública","Anos Iniciais","4","5.17","0.78","-","-","-","-","http://www.qedu.org.br/cidade/4378-sao-jose-da-lagoa-tapada/ideb"
"2015","PB","SAO JOSE DE CAIANA","-","Pública","Anos Iniciais","3.6","4.57","0.78","-","-","-","-","http://www.qedu.org.br/cidade/4379-sao-jose-de-caiana/ideb"
"2015","PB","SAO JOSE DE ESPINHARAS","-","Pública","Anos Iniciais","4","4.68","0.86","-","-","-","-","http://www.qedu.org.br/cidade/4380-sao-jose-de-espinharas/ideb"
"2015","PB","SAO JOSE DE PIRANHAS","-","Pública","Anos Iniciais","4.7","5.21","0.91","-","-","-","-","http://www.qedu.org.br/cidade/4382-sao-jose-de-piranhas/ideb"
"2015","PB","SAO JOSE DE PRINCESA","-","Pública","Anos Iniciais","0","0","0","-","-","-","-","http://www.qedu.org.br/cidade/4383-sao-jose-de-princesa/ideb"
"2015","PB","SAO JOSE DO BONFIM","-","Pública","Anos Iniciais","3.9","4.36","0.89","-","-","-","-","http://www.qedu.org.br/cidade/4384-sao-jose-do-bonfim/ideb"
"2015","PB","SAO JOSE DO BREJO DO CRUZ","-","Pública","Anos Iniciais","4.6","5.19","0.89","-","-","-","-","http://www.qedu.org.br/cidade/4385-sao-jose-do-brejo-do-cruz/ideb"
"2015","PB","SAO JOSE DO SABUGI","-","Pública","Anos Iniciais","5.3","5.51","0.96","-","-","-","-","http://www.qedu.org.br/cidade/4386-sao-jose-do-sabugi/ideb"
"2015","PB","SAO JOSE DOS CORDEIROS","-","Pública","Anos Iniciais","4.8","5.41","0.88","-","-","-","-","http://www.qedu.org.br/cidade/4387-sao-jose-dos-cordeiros/ideb"
"2015","PB","SAO JOSE DOS RAMOS","-","Pública","Anos Iniciais","4","4.46","0.89","-","-","-","-","http://www.qedu.org.br/cidade/4381-sao-jose-dos-ramos/ideb"
"2015","PB","SAO MAMEDE","-","Pública","Anos Iniciais","5.1","5.49","0.93","-","-","-","-","http://www.qedu.org.br/cidade/4388-sao-mamede/ideb"
"2015","PB","SAO MIGUEL DE TAIPU","-","Pública","Anos Iniciais","3.5","3.8","0.91","-","-","-","-","http://www.qedu.org.br/cidade/4389-sao-miguel-de-taipu/ideb"
"2015","PB","SAO SEBASTIAO DE LAGOA DE ROCA","-","Pública","Anos Iniciais","5.2","5.81","0.9","-","-","-","-","http://www.qedu.org.br/cidade/4390-sao-sebastiao-de-lagoa-de-roca/ideb"
"2015","PB","SAO SEBASTIAO DO UMBUZEIRO","-","Pública","Anos Iniciais","4.9","5.19","0.94","-","-","-","-","http://www.qedu.org.br/cidade/4391-sao-sebastiao-do-umbuzeiro/ideb"
"2015","PB","SAPE","-","Pública","Anos Iniciais","4.3","4.74","0.9","-","-","-","-","http://www.qedu.org.br/cidade/4392-sape/ideb"
"2015","PB","SAO VICENTE DO SERIDO","-","Pública","Anos Iniciais","4.4","4.87","0.9","-","-","-","-","http://www.qedu.org.br/cidade/4393-sao-vicente-do-serido/ideb"
"2015","PB","SERRA BRANCA","-","Pública","Anos Iniciais","5","5.13","0.98","-","-","-","-","http://www.qedu.org.br/cidade/4394-serra-branca/ideb"
"2015","PB","SERRA DA RAIZ","-","Pública","Anos Iniciais","4.2","4.56","0.91","-","-","-","-","http://www.qedu.org.br/cidade/4395-serra-da-raiz/ideb"
"2015","PB","SERRA GRANDE","-","Pública","Anos Iniciais","5.4","5.75","0.94","-","-","-","-","http://www.qedu.org.br/cidade/4396-serra-grande/ideb"
"2015","PB","SERRA REDONDA","-","Pública","Anos Iniciais","4.3","4.96","0.87","-","-","-","-","http://www.qedu.org.br/cidade/4397-serra-redonda/ideb"
"2015","PB","SERRARIA","-","Pública","Anos Iniciais","3.8","4.78","0.8","-","-","-","-","http://www.qedu.org.br/cidade/4398-serraria/ideb"
"2015","PB","SERTAOZINHO","-","Pública","Anos Iniciais","4.7","4.91","0.96","-","-","-","-","http://www.qedu.org.br/cidade/4399-sertaozinho/ideb"
"2015","PB","SOBRADO","-","Pública","Anos Iniciais","4.5","5.35","0.85","-","-","-","-","http://www.qedu.org.br/cidade/4400-sobrado/ideb"
"2015","PB","SOLANEA","-","Pública","Anos Iniciais","4","4.7","0.86","-","-","-","-","http://www.qedu.org.br/cidade/4401-solanea/ideb"
"2015","PB","SOLEDADE","-","Pública","Anos Iniciais","4.3","5.03","0.86","-","-","-","-","http://www.qedu.org.br/cidade/4402-soledade/ideb"
"2015","PB","SOSSEGO","-","Pública","Anos Iniciais","4.8","5.25","0.91","-","-","-","-","http://www.qedu.org.br/cidade/4403-sossego/ideb"
"2015","PB","SOUSA","-","Pública","Anos Iniciais","4.9","5.38","0.91","0.0769","0.3846","0.4615","0.0769","http://www.qedu.org.br/cidade/4404-sousa/ideb"
"2015","PB","SUME","-","Pública","Anos Iniciais","4.9","5.24","0.94","-","-","-","-","http://www.qedu.org.br/cidade/4405-sume/ideb"
"2015","PB","CAMPO DE SANTANA","-","Pública","Anos Iniciais","4.5","4.83","0.92","-","-","-","-","http://www.qedu.org.br/cidade/4406-campo-de-santana/ideb"
"2015","PB","TAPEROA","-","Pública","Anos Iniciais","4.6","5.48","0.84","-","-","-","-","http://www.qedu.org.br/cidade/4407-taperoa/ideb"
"2015","PB","TAVARES","-","Pública","Anos Iniciais","5","5.4","0.92","-","-","-","-","http://www.qedu.org.br/cidade/4408-tavares/ideb"
"2015","PB","TEIXEIRA","-","Pública","Anos Iniciais","4.1","4.76","0.85","-","-","-","-","http://www.qedu.org.br/cidade/4409-teixeira/ideb"
"2015","PB","TENORIO","-","Pública","Anos Iniciais","4","4.63","0.87","-","-","-","-","http://www.qedu.org.br/cidade/4410-tenorio/ideb"
"2015","PB","TRIUNFO","-","Pública","Anos Iniciais","4.2","4.56","0.92","-","-","-","-","http://www.qedu.org.br/cidade/4411-triunfo/ideb"
"2015","PB","UIRAUNA","-","Pública","Anos Iniciais","4.1","4.72","0.87","-","-","-","-","http://www.qedu.org.br/cidade/4412-uirauna/ideb"
"2015","PB","UMBUZEIRO","-","Pública","Anos Iniciais","4.8","5.07","0.95","-","-","-","-","http://www.qedu.org.br/cidade/4413-umbuzeiro/ideb"
"2015","PB","VARZEA","-","Pública","Anos Iniciais","6.1","6.48","0.94","-","-","-","-","http://www.qedu.org.br/cidade/4414-varzea/ideb"
"2015","PB","VIEIROPOLIS","-","Pública","Anos Iniciais","0","0","0","-","-","-","-","http://www.qedu.org.br/cidade/4415-vieiropolis/ideb"
"2015","PB","VISTA SERRANA","-","Pública","Anos Iniciais","0","0","0.95","-","-","-","-","http://www.qedu.org.br/cidade/4565-vista-serrana/ideb"
"2015","PB","ZABELE","-","Pública","Anos Iniciais","4.6","4.67","0.98","-","-","-","-","http://www.qedu.org.br/cidade/4416-zabele/ideb"
"","","","","","","","","","","","","",""
"Fonte: QEdu.org.br. Dados do Ideb/Inep (2015). (2017)","","","","","","","","","","","","",""
"Ajuda sobre como usar esta planilha: http://www.qedu.org.br/ajuda/artigo/471551","","","","","","","","","","","","",""
